TicketNumber,Latitude,Longitude,Zip,ClassificationType,Date,Time,Hour,CensusTract_2010,CensusBlock_2010,CountyName_2010,GEOID_2010,CensusTract_2010_ID,CensusTract_2010_NAME,CensusBlock_2010_ID,CensusBlock_2010_NAME
ML20003061,40.76272,-73.97128000000001,10022,P,02/25/2020,09:49 AM,09 AM,112.02,1000,New York County,360610112021000,011202,Census Tract 112.02,1000,Block 1000
ML20003064,40.747040000000005,-73.98715,10001,P,02/25/2020,10:34 AM,10 AM,76,2000,New York County,360610076002000,007600,Census Tract 76,2000,Block 2000
ML20003072,40.71171,-74.00092,10038,M,02/25/2020,11:39 AM,11 AM,29,4014,New York County,360610029004014,002900,Census Tract 29,4014,Block 4014
ML20003101,40.7761,-73.98528,10023,P,02/25/2020,06:34 PM,06 PM,155,6000,New York County,360610155006000,015500,Census Tract 155,6000,Block 6000
QL20001824,40.74779,-73.94745999999999,11101,P,02/24/2020,12:55 PM,12 PM,7,2000,Queens County,360810007002000,000700,Census Tract 7,2000,Block 2000
QL20001839,40.739309999999996,-73.78566000000002,11365,M,02/25/2020,07:37 AM,07 AM,1347,1002,Queens County,360811347001002,134700,Census Tract 1347,1002,Block 1002
QL20001848,40.7599,-73.93768,11106,M,02/25/2020,11:13 AM,11 AM,43,2001,Queens County,360810043002001,004300,Census Tract 43,2001,Block 2001
ML20003069,40.72892,-73.99384,10003,P,02/25/2020,11:04 AM,11 AM,57,2002,New York County,360610057002002,005700,Census Tract 57,2002,Block 2002
WL20002391,41.04443,-73.74084,10604,M,02/22/2020,12:20 PM,12 PM,87,2004,Westchester County,361190087002004,008700,Census Tract 87,2004,Block 2004
WL20002487,40.978190000000005,-73.79774,10583,M,02/25/2020,07:52 AM,07 AM,101,2017,Westchester County,361190101002017,010100,Census Tract 101,2017,Block 2017
WL20002494,41.048790000000004,-73.78921,10603,P,02/25/2020,09:22 AM,09 AM,109.02,4020,Westchester County,361190109024020,010902,Census Tract 109.02,4020,Block 4020
WL20002512,40.982479999999995,-73.8123,10583,M,02/25/2020,12:38 PM,12 PM,49,1000,Westchester County,361190049001000,004900,Census Tract 49,1000,Block 1000
WL20002523,41.196490000000004,-73.67017,10549,P,02/25/2020,01:58 PM,01 PM,127,4008,Westchester County,361190127004008,012700,Census Tract 127,4008,Block 4008
WL20002527,40.95693,-73.831,10710,M,02/25/2020,04:06 PM,04 PM,22.01,1003,Westchester County,361190022011003,002201,Census Tract 22.01,1003,Block 1003
WL20002536,40.981790000000004,-73.80289,10583,P,02/25/2020,07:44 PM,07 PM,101,3032,Westchester County,361190101003032,010100,Census Tract 101,3032,Block 3032
XL20002790,40.8423,-73.85291,10461,P,02/25/2020,09:15 AM,09 AM,204,1001,Bronx County,360050204001001,020400,Census Tract 204,1001,Block 1001
XL20002791,40.866929999999996,-73.86778000000001,10467,P,02/25/2020,09:31 AM,09 AM,336,6000,Bronx County,360050336006000,033600,Census Tract 336,6000,Block 6000
XL20002815,40.83416,-73.91695,10456,P,02/25/2020,04:06 PM,04 PM,181.02,4000,Bronx County,360050181024000,018102,Census Tract 181.02,4000,Block 4000
XL20002832,40.88004,-73.89826,10463,P,02/26/2020,03:14 AM,03 AM,279,2002,Bronx County,360050279002002,027900,Census Tract 279,2002,Block 2002
ML20003126,40.75678,-73.97847,10036,P,02/26/2020,09:04 AM,09 AM,94,1002,New York County,360610094001002,009400,Census Tract 94,1002,Block 1002
ML20003135,40.71978,-74.00413,10013,P,02/26/2020,10:36 AM,10 AM,33,2001,New York County,360610033002001,003300,Census Tract 33,2001,Block 2001
ML20003140,40.784040000000005,-73.97768,10024,P,02/26/2020,11:26 AM,11 AM,167,4001,New York County,360610167004001,016700,Census Tract 167,4001,Block 4001
QL20001865,40.726040000000005,-73.79068000000001,11366,P,02/26/2020,10:30 AM,10 AM,1277,1000,Queens County,360811277001000,127700,Census Tract 1277,1000,Block 1000
QL20001869,40.75647,-73.92952,11106,P,02/26/2020,11:58 AM,11 AM,51,1003,Queens County,360810051001003,005100,Census Tract 51,1003,Block 1003
QL20001871,40.75953,-73.93603,11106,P,02/26/2020,12:36 PM,12 PM,47,2001,Queens County,360810047002001,004700,Census Tract 47,2001,Block 2001
QL20001875,40.739020000000004,-73.93566,11101,P,02/26/2020,01:41 PM,01 PM,199,1020,Queens County,360810199001020,019900,Census Tract 199,1020,Block 1020
QL20001878,40.75178,-73.76709,11364,M,02/26/2020,03:16 PM,03 PM,1399,2008,Queens County,360811399002008,139900,Census Tract 1399,2008,Block 2008
QL20001885,40.74211,-73.8054,11365,M,02/27/2020,02:32 AM,02 AM,1211,1001,Queens County,360811211001001,121100,Census Tract 1211,1001,Block 1001
WL20001941,41.029720000000005,-73.80584,10530,P,02/11/2020,11:04 AM,11 AM,108.03,1008,Westchester County,361190108031008,010803,Census Tract 108.03,1008,Block 1008
WL20002546,41.02325,-73.68408000000001,10573,M,02/26/2020,09:22 AM,09 AM,83.02,2006,Westchester County,361190083022006,008302,Census Tract 83.02,2006,Block 2006
WL20002548,41.07605,-73.84832,10591,P,02/26/2020,09:49 AM,09 AM,114,4002,Westchester County,361190114004002,011400,Census Tract 114,4002,Block 4002
WL20002565,41.22074,-73.71701999999999,10549,P,02/26/2020,01:56 PM,01 PM,130,1002,Westchester County,361190130001002,013000,Census Tract 130,1002,Block 1002
WL20002572,41.02282,-73.76005,10605,P,02/26/2020,02:49 PM,02 PM,94,3017,Westchester County,361190094003017,009400,Census Tract 94,3017,Block 3017
WL20002580,40.9626,-73.89090999999999,10701,P,02/26/2020,03:54 PM,03 PM,7.02,2001,Westchester County,361190007022001,000702,Census Tract 7.02,2001,Block 2001
WL20002582,40.99603,-73.87931,10706,M,02/26/2020,05:37 PM,05 PM,103,3007,Westchester County,361190103003007,010300,Census Tract 103,3007,Block 3007
XL20002870,40.85583,-73.86766,10462,P,02/26/2020,04:14 PM,04 PM,224.03,2001,Bronx County,360050224032001,022403,Census Tract 224.03,2001,Block 2001
ML20003202,40.77968,-73.98009,10023,M,02/27/2020,10:36 AM,10 AM,161,5000,New York County,360610161005000,016100,Census Tract 161,5000,Block 5000
ML20003222,40.75131,-73.98545,10018,M,02/27/2020,02:17 PM,02 PM,84,2002,New York County,360610084002002,008400,Census Tract 84,2002,Block 2002
ML20003233,40.766290000000005,-73.99433,10019,P,02/27/2020,06:09 PM,06 PM,135,2007,New York County,360610135002007,013500,Census Tract 135,2007,Block 2007
QL20001886,40.73105,-73.7861,11366,P,02/27/2020,08:02 AM,08 AM,1333,2007,Queens County,360811333002007,133300,Census Tract 1333,2007,Block 2007
QL20001893,40.754870000000004,-73.93087,11101,M,02/27/2020,11:36 AM,11 AM,51,1003,Queens County,360810051001003,005100,Census Tract 51,1003,Block 1003
WL20002594,41.03451,-73.83707,10607,M,02/27/2020,09:13 AM,09 AM,111.02,1010,Westchester County,361190111021010,011102,Census Tract 111.02,1010,Block 1010
WL20002606,40.94948,-73.8197,10707,M,02/27/2020,10:58 AM,10 AM,51,4003,Westchester County,361190051004003,005100,Census Tract 51,4003,Block 4003
WL20002609,40.91843,-73.79305,10801,M,02/27/2020,11:32 AM,11 AM,64,3000,Westchester County,361190064003000,006400,Census Tract 64,3000,Block 3000
WL20002610,41.16973,-73.86206,10562,P,02/27/2020,12:03 PM,12 PM,136,2003,Westchester County,361190136002003,013600,Census Tract 136,2003,Block 2003
WL20002617,40.91939,-73.79276999999999,10801,M,02/27/2020,04:59 PM,04 PM,64,2001,Westchester County,361190064002001,006400,Census Tract 64,2001,Block 2001
XL20002897,40.803329999999995,-73.91417,10454,P,02/27/2020,11:53 AM,11 AM,19,3019,Bronx County,360050019003019,001900,Census Tract 19,3019,Block 3019
XL20002902,40.855140000000006,-73.88673,10458,P,02/27/2020,11:52 AM,11 AM,389,2003,Bronx County,360050389002003,038900,Census Tract 389,2003,Block 2003
ML20003275,40.77033,-73.95000999999999,10075,P,02/28/2020,01:41 PM,01 PM,132,5000,New York County,360610132005000,013200,Census Tract 132,5000,Block 5000
ML20003293,40.751740000000005,-73.98217,10016,P,02/28/2020,05:08 PM,05 PM,84,2000,New York County,360610084002000,008400,Census Tract 84,2000,Block 2000
ML20003302,40.7592,-73.99042,10036,M,02/28/2020,08:45 PM,08 PM,121,4000,New York County,360610121004000,012100,Census Tract 121,4000,Block 4000
ML20003304,40.75575,-73.96667,10022,P,02/28/2020,09:43 PM,09 PM,98,6000,New York County,360610098006000,009800,Census Tract 98,6000,Block 6000
QL20001909,40.75894,-73.78390999999999,11361,P,02/28/2020,01:28 PM,01 PM,1463,2002,Queens County,360811463002002,146300,Census Tract 1463,2002,Block 2002
ML20003253,40.76061,-73.96236999999999,10022,P,02/28/2020,09:52 AM,09 AM,110,6003,New York County,360610110006003,011000,Census Tract 110,6003,Block 6003
WL20002638,41.194829999999996,-73.88089000000001,10520,P,02/28/2020,10:22 AM,10 AM,138,2009,Westchester County,361190138002009,013800,Census Tract 138,2009,Block 2009
WL20002662,41.03398,-73.86546,10533,M,02/28/2020,05:03 PM,05 PM,113,2005,Westchester County,361190113002005,011300,Census Tract 113,2005,Block 2005
XL20002927,40.90634,-73.90131,10471,M,02/28/2020,10:09 AM,10 AM,337,3006,Bronx County,360050337003006,033700,Census Tract 337,3006,Block 3006
XL20002939,40.90381,-73.89979,10471,P,02/28/2020,11:52 AM,11 AM,345,3000,Bronx County,360050345003000,034500,Census Tract 345,3000,Block 3000
XL20002949,40.81772,-73.92262,10451,P,02/28/2020,12:58 PM,12 PM,65,2004,Bronx County,360050065002004,006500,Census Tract 65,2004,Block 2004
ML20003320,40.77025,-73.94981999999999,10075,P,02/29/2020,08:52 AM,08 AM,132,5000,New York County,360610132005000,013200,Census Tract 132,5000,Block 5000
ML20003325,40.72065,-73.99391,10002,P,02/29/2020,09:57 AM,09 AM,41,1000,New York County,360610041001000,004100,Census Tract 41,1000,Block 1000
ML20003358,40.8154,-73.94185999999999,10030,M,02/29/2020,05:31 PM,05 PM,228,2000,New York County,360610228002000,022800,Census Tract 228,2000,Block 2000
WL20002687,41.13889,-73.78371,10570,M,02/29/2020,12:23 PM,12 PM,122,2019,Westchester County,361190122002019,012200,Census Tract 122,2019,Block 2019
WL20002692,40.94993,-73.84937,10710,M,02/29/2020,02:01 PM,02 PM,22.03,2004,Westchester County,361190022032004,002203,Census Tract 22.03,2004,Block 2004
WL20002700,41.13778,-73.783,10570,M,02/29/2020,04:57 PM,04 PM,122,2019,Westchester County,361190122002019,012200,Census Tract 122,2019,Block 2019
WL20002706,41.0356,-73.81756,10530,M,02/29/2020,08:19 PM,08 PM,108.01,1008,Westchester County,361190108011008,010801,Census Tract 108.01,1008,Block 1008
WL20002709,40.938179999999996,-73.79723,10804,P,02/29/2020,10:23 PM,10 PM,66,1000,Westchester County,361190066001000,006600,Census Tract 66,1000,Block 1000
ML20003394,40.80368,-73.96696,10025,P,03/01/2020,06:41 PM,06 PM,195,3001,New York County,360610195003001,019500,Census Tract 195,3001,Block 3001
ML20003404,40.76477,-73.97615,10019,M,03/01/2020,09:17 PM,09 PM,112.01,1002,New York County,360610112011002,011201,Census Tract 112.01,1002,Block 1002
WL20002720,40.98107,-73.79289,10583,M,03/01/2020,03:34 PM,03 PM,101,1020,Westchester County,361190101001020,010100,Census Tract 101,1020,Block 1020
WL20002724,40.93443,-73.85755,10704,M,03/01/2020,07:15 PM,07 PM,24.01,1011,Westchester County,361190024011011,002401,Census Tract 24.01,1011,Block 1011
XL20003036,40.84665,-73.78546,10464,P,03/01/2020,04:07 PM,04 PM,516,3007,Bronx County,360050516003007,051600,Census Tract 516,3007,Block 3007
XL20003046,40.84806,-73.78439,10464,P,03/01/2020,07:47 PM,07 PM,516,3004,Bronx County,360050516003004,051600,Census Tract 516,3004,Block 3004
ML20003422,40.75557,-73.99748000000001,10018,M,03/02/2020,07:31 AM,07 AM,111,3003,New York County,360610111003003,011100,Census Tract 111,3003,Block 3003
ML20003438,40.76201,-73.9874,10019,M,03/02/2020,12:09 PM,12 PM,127,1000,New York County,360610127001000,012700,Census Tract 127,1000,Block 1000
ML20003440,40.762,-73.9726,10022,M,03/02/2020,12:27 PM,12 PM,112.02,1003,New York County,360610112021003,011202,Census Tract 112.02,1003,Block 1003
ML20003450,40.733509999999995,-74.00791,10014,P,03/02/2020,02:45 PM,02 PM,75,1004,New York County,360610075001004,007500,Census Tract 75,1004,Block 1004
QL20001963,40.75501,-73.91054,11377,M,03/02/2020,06:25 PM,06 PM,163,3005,Queens County,360810163003005,016300,Census Tract 163,3005,Block 3005
WL20002760,40.92088,-73.7865,10801,P,03/02/2020,11:59 AM,11 AM,65,1015,Westchester County,361190065001015,006500,Census Tract 65,1015,Block 1015
WL20002761,40.90772,-73.88189,10705,P,03/02/2020,12:10 PM,12 PM,14.03,3002,Westchester County,361190014033002,001403,Census Tract 14.03,3002,Block 3002
XL20003058,40.871629999999996,-73.89782,10468,M,03/02/2020,08:07 AM,08 AM,267.02,6000,Bronx County,360050267026000,026702,Census Tract 267.02,6000,Block 6000
XL20003076,40.83867,-73.84441,10461,M,03/02/2020,11:43 AM,11 AM,96,2021,Bronx County,360050096002021,009600,Census Tract 96,2021,Block 2021
XL20003081,40.8138,-73.80623,10465,P,03/02/2020,12:43 PM,12 PM,118,1007,Bronx County,360050118001007,011800,Census Tract 118,1007,Block 1007
ML20003481,40.74544,-73.9988,10011,P,03/03/2020,09:06 AM,09 AM,93,2000,New York County,360610093002000,009300,Census Tract 93,2000,Block 2000
ML20003500,40.80934,-73.94711,10027,M,03/03/2020,12:41 PM,12 PM,224,2001,New York County,360610224002001,022400,Census Tract 224,2001,Block 2001
ML20003507,40.86465,-73.92299,10034,M,03/03/2020,02:16 PM,02 PM,291,7000,New York County,360610291007000,029100,Census Tract 291,7000,Block 7000
QL20001970,40.76283,-73.76723,11361,M,03/03/2020,08:11 AM,08 AM,1471,1008,Queens County,360811471001008,147100,Census Tract 1471,1008,Block 1008
QL20001974,40.748090000000005,-73.70504,11004,P,03/03/2020,09:29 AM,09 AM,1579.01,1004,Queens County,360811579011004,157901,Census Tract 1579.01,1004,Block 1004
QL20001989,40.7486,-73.94984000000001,11101,P,03/03/2020,02:50 PM,02 PM,19,1040,Queens County,360810019001040,001900,Census Tract 19,1040,Block 1040
WL20002788,41.197959999999995,-73.72962,10549,P,03/03/2020,07:29 AM,07 AM,130,2002,Westchester County,361190130002002,013000,Census Tract 130,2002,Block 2002
WL20002791,40.917159999999996,-73.89469,10705,P,03/03/2020,08:28 AM,08 AM,13.03,1006,Westchester County,361190013031006,001303,Census Tract 13.03,1006,Block 1006
WL20002799,41.2844,-73.84997,10567,M,03/03/2020,11:15 AM,11 AM,148.05,1048,Westchester County,361190148051048,014805,Census Tract 148.05,1048,Block 1048
XL20003110,40.82754,-73.85609000000001,10472,M,03/03/2020,08:55 AM,08 AM,78,2005,Bronx County,360050078002005,007800,Census Tract 78,2005,Block 2005
XL20003121,40.84902,-73.86222,10462,P,03/03/2020,11:28 AM,11 AM,246,2004,Bronx County,360050246002004,024600,Census Tract 246,2004,Block 2004
XL20003124,40.84596,-73.90748,10457,P,03/03/2020,12:03 PM,12 PM,229.01,5001,Bronx County,360050229015001,022901,Census Tract 229.01,5001,Block 5001
XL20003144,40.827220000000004,-73.84756999999999,10473,M,03/03/2020,05:49 PM,05 PM,98,3007,Bronx County,360050098003007,009800,Census Tract 98,3007,Block 3007
XL20003150,40.87768,-73.87177,10467,P,03/03/2020,11:09 PM,11 PM,429.01,1000,Bronx County,360050429011000,042901,Census Tract 429.01,1000,Block 1000
ML20003574,40.72379,-74.00258000000001,10012,M,03/04/2020,01:27 PM,01 PM,47,1002,New York County,360610047001002,004700,Census Tract 47,1002,Block 1002
ML20003578,40.862629999999996,-73.91785,10034,M,03/04/2020,02:00 PM,02 PM,299,2011,New York County,360610299002011,029900,Census Tract 299,2011,Block 2011
ML20003579,40.80366,-73.95144,10026,P,03/04/2020,02:10 PM,02 PM,218,1000,New York County,360610218001000,021800,Census Tract 218,1000,Block 1000
ML20003588,40.741659999999996,-73.98588000000001,10010,M,03/04/2020,04:23 PM,04 PM,56,1004,New York County,360610056001004,005600,Census Tract 56,1004,Block 1004
QL20002001,40.74091,-73.81809,11355,M,03/04/2020,09:48 AM,09 AM,837,4005,Queens County,360810837004005,083700,Census Tract 837,4005,Block 4005
QL20002007,40.75666,-73.94459,11101,P,03/04/2020,01:27 PM,01 PM,25,1000,Queens County,360810025001000,002500,Census Tract 25,1000,Block 1000
WL20002825,40.95148,-73.73675,10543,P,03/04/2020,09:18 AM,09 AM,72,1006,Westchester County,361190072001006,007200,Census Tract 72,1006,Block 1006
WL20002826,41.00461,-73.78678000000001,10583,M,03/04/2020,09:29 AM,09 AM,100,2016,Westchester County,361190100002016,010000,Census Tract 100,2016,Block 2016
WL20002830,40.96452,-73.70796,10580,M,03/04/2020,09:50 AM,09 AM,75,1015,Westchester County,361190075001015,007500,Census Tract 75,1015,Block 1015
WL20002831,40.916709999999995,-73.80405999999999,10803,M,03/04/2020,10:47 AM,10 AM,53,3000,Westchester County,361190053003000,005300,Census Tract 53,3000,Block 3000
WL20002840,40.91944,-73.79156,10801,M,03/04/2020,12:55 PM,12 PM,64,2001,Westchester County,361190064002001,006400,Census Tract 64,2001,Block 2001
WL20002842,41.20615,-73.72981999999999,10549,P,03/04/2020,01:36 PM,01 PM,129,1008,Westchester County,361190129001008,012900,Census Tract 129,1008,Block 1008
WL20002848,41.302659999999996,-73.8867,10567,P,03/04/2020,07:02 PM,07 PM,147.01,4002,Westchester County,361190147014002,014701,Census Tract 147.01,4002,Block 4002
XL20003159,40.87573,-73.85025999999999,10469,P,03/04/2020,09:23 AM,09 AM,386,3000,Bronx County,360050386003000,038600,Census Tract 386,3000,Block 3000
XL20003176,40.84406,-73.83377,10461,M,03/04/2020,01:37 PM,01 PM,266.02,3003,Bronx County,360050266023003,026602,Census Tract 266.02,3003,Block 3003
XL20003179,40.83007,-73.87857,10472,M,03/04/2020,02:40 PM,02 PM,54,2000,Bronx County,360050054002000,005400,Census Tract 54,2000,Block 2000
XL20003186,40.83951,-73.90543000000001,10457,M,03/04/2020,06:14 PM,06 PM,169,1003,Bronx County,360050169001003,016900,Census Tract 169,1003,Block 1003
ML20003614,40.803540000000005,-73.93543000000001,10035,M,03/05/2020,09:31 AM,09 AM,242,3006,New York County,360610242003006,024200,Census Tract 242,3006,Block 3006
ML20003617,40.79867,-73.96947,10025,P,03/05/2020,10:12 AM,10 AM,187,3000,New York County,360610187003000,018700,Census Tract 187,3000,Block 3000
ML20003627,40.74321,-73.99632,10011,M,03/05/2020,12:31 PM,12 PM,87,4000,New York County,360610087004000,008700,Census Tract 87,4000,Block 4000
ML20003634,40.7572,-73.98178,10036,P,03/05/2020,02:36 PM,02 PM,96,1003,New York County,360610096001003,009600,Census Tract 96,1003,Block 1003
ML20003641,40.74272,-73.98459,10010,M,03/05/2020,03:51 PM,03 PM,56,1003,New York County,360610056001003,005600,Census Tract 56,1003,Block 1003
ML20003653,40.786120000000004,-73.94357,10029,P,03/05/2020,07:29 PM,07 PM,164,2001,New York County,360610164002001,016400,Census Tract 164,2001,Block 2001
QL20002019,40.76389,-73.90729,11103,P,03/05/2020,11:42 AM,11 AM,145,1000,Queens County,360810145001000,014500,Census Tract 145,1000,Block 1000
QL20002021,40.75593,-73.91248,11103,P,03/05/2020,12:56 PM,12 PM,163,3008,Queens County,360810163003008,016300,Census Tract 163,3008,Block 3008
QL20002029,40.73242,-73.71341,11426,P,03/05/2020,05:07 PM,05 PM,1571.01,8013,Queens County,360811571018013,157101,Census Tract 1571.01,8013,Block 8013
QL20002033,40.75758,-73.76795,11361,P,03/05/2020,10:10 PM,10 PM,1441,1005,Queens County,360811441001005,144100,Census Tract 1441,1005,Block 1005
WL20002864,40.91564,-73.76328000000001,10801,M,03/05/2020,09:49 AM,09 AM,59.02,1014,Westchester County,361190059021014,005902,Census Tract 59.02,1014,Block 1014
WL20002881,41.01866,-73.67935,10573,M,03/05/2020,01:20 PM,01 PM,83.01,2003,Westchester County,361190083012003,008301,Census Tract 83.01,2003,Block 2003
WL20002882,41.1965,-73.88355,10520,P,03/05/2020,01:45 PM,01 PM,139,2009,Westchester County,361190139002009,013900,Census Tract 139,2009,Block 2009
WL20002883,40.92949,-73.90323000000001,10701,P,03/05/2020,01:51 PM,01 PM,1.03,2005,Westchester County,361190001032005,000103,Census Tract 1.03,2005,Block 2005
WL20002884,40.95743,-73.84733,10710,M,03/05/2020,03:38 PM,03 PM,20,4011,Westchester County,361190020004011,002000,Census Tract 20,4011,Block 4011
WL20002888,40.94393,-73.83966,10708,M,03/05/2020,05:47 PM,05 PM,22.02,3021,Westchester County,361190022023021,002202,Census Tract 22.02,3021,Block 3021
XL20003204,40.83835,-73.86065,10462,P,03/05/2020,08:29 AM,08 AM,216.02,3002,Bronx County,360050216023002,021602,Census Tract 216.02,3002,Block 3002
XL20003215,40.830040000000004,-73.83139,10465,P,03/05/2020,10:15 AM,10 AM,166,1004,Bronx County,360050166001004,016600,Census Tract 166,1004,Block 1004
XL20003217,40.81123,-73.89209,10474,P,03/05/2020,10:18 AM,10 AM,93,1033,Bronx County,360050093001033,009300,Census Tract 93,1033,Block 1033
XL20003218,40.90548,-73.84848000000001,10470,P,03/05/2020,10:29 AM,10 AM,442,2001,Bronx County,360050442002001,044200,Census Tract 442,2001,Block 2001
XL20003233,40.82672,-73.91003,10456,P,03/05/2020,02:26 PM,02 PM,185,1004,Bronx County,360050185001004,018500,Census Tract 185,1004,Block 1004
XL20003239,40.86057,-73.91337,10468,M,03/05/2020,03:22 PM,03 PM,257,1000,Bronx County,360050257001000,025700,Census Tract 257,1000,Block 1000
XL20003253,40.816790000000005,-73.88743000000001,10474,P,03/05/2020,09:18 PM,09 PM,115.02,2002,Bronx County,360050115022002,011502,Census Tract 115.02,2002,Block 2002
ML20003672,40.74505,-73.98048,10016,M,03/06/2020,08:28 AM,08 AM,72,5000,New York County,360610072005000,007200,Census Tract 72,5000,Block 5000
ML20003693,40.861059999999995,-73.92763000000001,10040,P,03/06/2020,01:15 PM,01 PM,285,4000,New York County,360610285004000,028500,Census Tract 285,4000,Block 4000
QL20002036,40.78065,-73.91475,11105,M,03/06/2020,07:48 AM,07 AM,103,2002,Queens County,360810103002002,010300,Census Tract 103,2002,Block 2002
QL20002043,40.74198,-73.92618,11104,P,03/06/2020,01:05 PM,01 PM,179,2000,Queens County,360810179002000,017900,Census Tract 179,2000,Block 2000
WL20002300,40.94623,-73.86473000000001,10701,M,02/20/2020,10:45 AM,10 AM,17,1006,Westchester County,361190017001006,001700,Census Tract 17,1006,Block 1006
WL20002893,41.02877,-73.68814,10573,M,03/06/2020,08:25 AM,08 AM,83.02,3026,Westchester County,361190083023026,008302,Census Tract 83.02,3026,Block 3026
WL20002899,41.02768,-73.77159,10606,P,03/06/2020,09:57 AM,09 AM,93,3000,Westchester County,361190093003000,009300,Census Tract 93,3000,Block 3000
WL20002901,40.9404,-73.77871999999999,10804,M,03/06/2020,10:29 AM,10 AM,67,3003,Westchester County,361190067003003,006700,Census Tract 67,3003,Block 3003
WL20002903,41.23976,-73.68417,10507,M,03/06/2020,10:35 AM,10 AM,128.02,6026,Westchester County,361190128026026,012802,Census Tract 128.02,6026,Block 6026
WL20002906,40.94659,-73.79494,10804,M,03/06/2020,10:45 AM,10 AM,68.02,1011,Westchester County,361190068021011,006802,Census Tract 68.02,1011,Block 1011
WL20002913,41.28071,-73.92142,10566,P,03/06/2020,11:34 AM,11 AM,141,2011,Westchester County,361190141002011,014100,Census Tract 141,2011,Block 2011
WL20002920,41.283229999999996,-73.92088000000001,10566,M,03/06/2020,01:04 PM,01 PM,141,2000,Westchester County,361190141002000,014100,Census Tract 141,2000,Block 2000
WL20002923,41.05315,-73.7907,10603,P,03/06/2020,01:44 PM,01 PM,109.01,1034,Westchester County,361190109011034,010901,Census Tract 109.01,1034,Block 1034
WL20002934,41.00293,-73.87001,10522,P,03/06/2020,06:25 PM,06 PM,105,5017,Westchester County,361190105005017,010500,Census Tract 105,5017,Block 5017
XL20003262,40.888329999999996,-73.82939,10466,P,03/06/2020,09:15 AM,09 AM,484,2003,Bronx County,360050484002003,048400,Census Tract 484,2003,Block 2003
XL20003264,40.83271,-73.82797,10465,P,03/06/2020,09:40 AM,09 AM,164,1004,Bronx County,360050164001004,016400,Census Tract 164,1004,Block 1004
XL20003270,40.87482,-73.83927,10469,M,03/06/2020,10:48 AM,10 AM,358,2003,Bronx County,360050358002003,035800,Census Tract 358,2003,Block 2003
XL20003272,40.89738,-73.85945,10466,M,03/06/2020,11:09 AM,11 AM,418,1006,Bronx County,360050418001006,041800,Census Tract 418,1006,Block 1006
ML20003722,40.74303,-73.98423000000001,10016,M,03/07/2020,11:21 AM,11 AM,68,1000,New York County,360610068001000,006800,Census Tract 68,1000,Block 1000
WL20002944,41.052240000000005,-73.7828,10603,M,03/07/2020,08:00 AM,08 AM,109.02,2045,Westchester County,361190109022045,010902,Census Tract 109.02,2045,Block 2045
WL20002952,40.997479999999996,-73.83043,10583,M,03/07/2020,11:23 AM,11 AM,107.01,2016,Westchester County,361190107012016,010701,Census Tract 107.01,2016,Block 2016
WL20002958,41.18243,-73.84082,10562,P,03/07/2020,03:17 PM,03 PM,137,3008,Westchester County,361190137003008,013700,Census Tract 137,3008,Block 3008
WL20002962,41.01144,-73.77299000000001,10606,M,03/07/2020,06:56 PM,06 PM,96,4012,Westchester County,361190096004012,009600,Census Tract 96,4012,Block 4012
XL20003328,40.81055,-73.90661,10455,P,03/07/2020,09:45 AM,09 AM,31,1002,Bronx County,360050031001002,003100,Census Tract 31,1002,Block 1002
ML20003753,40.78096,-73.95452,10128,P,03/08/2020,01:47 PM,01 PM,148.02,3000,New York County,360610148023000,014802,Census Tract 148.02,3000,Block 3000
ML20003755,40.76571,-73.98255,10019,M,03/08/2020,02:24 PM,02 PM,137,3000,New York County,360610137003000,013700,Census Tract 137,3000,Block 3000
ML20003756,40.75185,-73.97905,10165,M,03/08/2020,03:38 PM,03 PM,82,1000,New York County,360610082001000,008200,Census Tract 82,1000,Block 1000
ML20003760,40.751709999999996,-73.97872,10017,P,03/08/2020,05:30 PM,05 PM,82,1000,New York County,360610082001000,008200,Census Tract 82,1000,Block 1000
ML20003773,40.75095,-73.97694,10168,M,03/08/2020,08:38 PM,08 PM,80,2000,New York County,360610080002000,008000,Census Tract 80,2000,Block 2000
ML20003787,40.71768,-74.00577,10013,P,03/09/2020,01:52 AM,01 AM,33,1005,New York County,360610033001005,003300,Census Tract 33,1005,Block 1005
ML20003788,40.86756,-73.92759000000001,10034,M,03/09/2020,02:24 AM,02 AM,297,1000,New York County,360610297001000,029700,Census Tract 297,1000,Block 1000
WL20002970,41.01787,-73.73035,10605,M,03/08/2020,10:24 AM,10 AM,97.02,2026,Westchester County,361190097022026,009702,Census Tract 97.02,2026,Block 2026
WL20002981,40.99426,-73.80152,10583,M,03/08/2020,05:44 PM,05 PM,100,4034,Westchester County,361190100004034,010000,Census Tract 100,4034,Block 4034
XL20003383,40.86861,-73.8705,10467,P,03/08/2020,05:25 PM,05 PM,336,4002,Bronx County,360050336004002,033600,Census Tract 336,4002,Block 4002
ML20003794,40.73417,-74.0036,10014,P,03/09/2020,09:53 AM,09 AM,73,4000,New York County,360610073004000,007300,Census Tract 73,4000,Block 4000
ML20003795,40.754940000000005,-73.97253,10017,P,03/09/2020,09:55 AM,09 AM,92,1000,New York County,360610092001000,009200,Census Tract 92,1000,Block 1000
ML20003805,40.7965,-73.93656999999999,10029,M,03/09/2020,12:36 PM,12 PM,188,2000,New York County,360610188002000,018800,Census Tract 188,2000,Block 2000
